         37994448 function calls (37476797 primitive calls) in 57.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _module_client.py:101(WebhooksProxy)
        1    0.000    0.000    0.000    0.000 eval_create_params.py:189(TestingCriterionLabelModel)
        1    0.000    0.000    0.000    0.000 cookiejar.py:841(CookiePolicy)
        1    0.000    0.000    0.000    0.000 types.py:2217(FutureDate)
        1    0.000    0.000    0.000    0.000 reductions.py:60(SharedCache)
        1    0.000    0.000    0.000    0.000 activation.py:432(SiLU)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 core.py:5(Registry)
        1    0.000    0.000    0.000    0.000 response_input_text_content_param.py:10(ResponseInputTextContentParam)
        1    0.000    0.000    0.000    0.000 credentials.py:118(AnonymousCredentials)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 knobs.py:23(Env)
        1    0.000    0.000    0.000    0.000 boolalg.py:368(__hash__)
        1    0.000    0.000    0.000    0.000 utils.py:194(PoseEstimate)
        1    0.000    0.000    0.000    0.000 _model_construction.py:51(_ModelNamespaceDict)
        1    0.000    0.000    0.000    0.000 activation.py:957(Softplus)
        1    0.000    0.000    0.000    0.000 kind.py:36(KindMeta)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:7939(PropagateUnbackedSymInts)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:228(UnsharpMask)
        1    0.000    0.000    0.000    0.000 backend_tools.py:299(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 __init__.py:671(LZMACompressor)
        1    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 TimeMirror.py:7(TimeMirror)
        1    0.000    0.000    0.000    0.000 util.py:188(_GroupConsecutive)
        1    0.000    0.000    0.000    0.000 fields.py:92(_FieldInfoInputs)
        1    0.000    0.000    0.000    0.000 error.py:72(AlreadyPendingCallError)
        1    0.000    0.000    0.000    0.000 colors.py:2842(PowerNorm)
        1    0.000    0.000    0.000    0.000 links.py:13(WBURL)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:138(CPUOffloadPolicy)
        1    0.000    0.000    0.000    0.000 __init__.py:141(Le)
        1    0.000    0.000    0.000    0.000 rendering.py:585(AddWhiteNoise)
        1    0.000    0.000    0.000    0.000 tag.py:93(TagDict)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:7(NBitBase)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 misc.py:556(DelayGraphBreakVariable)
        1    0.000    0.000    0.000    0.000 pythonfinitefield.py:9(PythonFiniteField)
        1    0.000    0.000    0.000    0.000 chat_completion_allowed_tools_param.py:11(ChatCompletionAllowedToolsParam)
        1    0.000    0.000    0.000    0.000 threading.py:1460(_DummyThread)
        1    0.000    0.000    0.000    0.000 extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.000    0.000 modes.py:200(CTR)
        1    0.000    0.000    0.000    0.000 scheduler.py:86(_Worker)
        1    0.000    0.000    0.000    0.000 utils.py:1629(DelayReplaceLine)
        1    0.000    0.000    0.000    0.000 codeprinter.py:18(requires)
        1    0.000    0.000    0.000    0.000 image_file_content_block_param.py:12(ImageFileContentBlockParam)
        1    0.000    0.000    0.000    0.000 _guards.py:472(StorageOverlap)
        1    0.000    0.000    0.000    0.000 code.py:171(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 layout_engine.py:111(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 _streams.py:155(ByteSendStream)
        1    0.000    0.000    0.000    0.000 core_schema.py:2388(PlainValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 graph_signature.py:37(TokenArgument)
        1    0.000    0.000    0.000    0.000 bessel.py:800(hankel1)
        1    0.000    0.000    0.000    0.000 utils.py:138(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 assistant_tool_choice_param.py:12(AssistantToolChoiceParam)
        1    0.000    0.000    0.000    0.000 visitor.py:173(ParallelVisitor)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1127(DisableContext)
        1    0.000    0.000    0.000    0.000 response_input_item_param.py:230(LocalShellCallOutput)
        1    0.000    0.000    0.000    0.000 custom_tool_input_format.py:18(Grammar)
        1    0.000    0.000    0.000    0.000 redirect.py:29(_Numpy)
        1    0.000    0.000    0.000    0.000 core_schema.py:475(InvalidSchema)
        1    0.000    0.000    0.000    0.000 map.py:35(MapImpl)
        1    0.000    0.000    0.000    0.000 chat_completion_user_message_param.py:13(ChatCompletionUserMessageParam)
        1    0.000    0.000    0.000    0.000 tool_param.py:96(McpRequireApprovalMcpToolApprovalFilter)
        1    0.000    0.000    0.000    0.000 term.py:68(SupportsLeveledLogging)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 container_network_policy_domain_secret_param.py:10(ContainerNetworkPolicyDomainSecretParam)
        1    0.000    0.000    0.000    0.000 _synchronization.py:72(SemaphoreStatistics)
        1    0.000    0.000    0.000    0.000 version.py:454(_TrimmedRelease)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:45(DupFd)
        1    0.000    0.000    0.000    0.000 core_schema.py:1379(IsInstanceSchema)
        1    0.000    0.000    0.000    0.000 argparse.py:1895(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 single.py:2787(SecondLinearAiry)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_SubplotBaseMeta)
        3    0.000    0.000    0.000    0.000 mock.py:290(__init__)
        1    0.000    0.000    0.000    0.000 tasks.py:702(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1897(Constraint)
        1    0.000    0.000    0.000    0.000 response_input_item_param.py:392(ApplyPatchCallOutput)
        1    0.000    0.000    0.000    0.000 response_input_image_content_param.py:11(ResponseInputImageContentParam)
        1    0.000    0.000    0.000    0.000 _discriminated_union.py:19(MissingDefinitionForUnionRef)
        1    0.000    0.000    0.000    0.000 moderation_image_url_input_param.py:10(ImageURL)
        1    0.000    0.000    0.000    0.000 aim.py:514(ColorRGB)
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 padding.py:383(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 serialization.py:385(skip_data)
        1    0.000    0.000    0.000    0.000 azure.py:45(MutuallyExclusiveAuthError)
        1    0.000    0.000    0.000    0.000 _response.py:642(AsyncResponseContextManager)
        1    0.000    0.000    0.000    0.000 _synchronization.py:721(ResourceGuard)
        1    0.000    0.000    0.000    0.000 _exceptions.py:107(RequestError)
        1    0.000    0.000    0.000    0.000 introspection.py:184(TypeKind)
        1    0.000    0.000    0.000    0.000 polyerrors.py:13(ExactQuotientFailed)
        1    0.000    0.000    0.000    0.000 base.py:103(ODeltaPackInfo)
        1    0.000    0.000    0.000    0.000 thread_create_params.py:30(ThreadCreateParams)
        1    0.000    0.000    0.000    0.000 image_generate_params.py:135(ImageGenerateParamsStreaming)
        1    0.000    0.000    0.000    0.000 chat_completion_message_custom_tool_call_param.py:10(Custom)
        1    0.000    0.000    0.000    0.000 artifact_file_cache.py:26(Opener)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 request.py:1475(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1589(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowlevel.py:68(EventLoopToken)
        1    0.000    0.000    0.000    0.000 exc.py:309(ObservedUserStopIteration)
        1    0.000    0.000    0.000    0.000 Image.py:3727(register_save)
        1    0.000    0.000    0.000    0.000 internal.py:13(__init__)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:781(UnaryStreamMultiCallable)
        1    0.000    0.000    0.000    0.000 graph_signature.py:42(SymIntArgument)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 _client.py:162(BoundAsyncStream)
        1    0.000    0.000    0.000    0.000 core_schema.py:1497(UuidSchema)
        1    0.000    0.000    0.000    0.000 activation.py:733(GLU)
        1    0.000    0.000    0.000    0.000 path_planner.py:322(PathPlanToObject)
        1    0.000    0.000    0.000    0.000 core.py:142(base_value)
        1    0.000    0.000    0.000    0.000 linear.py:148(NonDynamicallyQuantizableLinear)
        1    0.000    0.000    0.000    0.000 user_defined.py:2045(IntWrapperVariable)
        1    0.000    0.000    0.000    0.000 compound_filter.py:15(CompoundFilter)
        1    0.000    0.000    0.000    0.000 immediate.py:8(ImmediateScheduler)
        1    0.000    0.000    0.000    0.000 geo.py:458(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 field_mask.py:18(FieldMaskRule)
        1    0.000    0.000    0.000    0.000 package_importer.py:734(_PackageResourceReader)
        1    0.000    0.000    0.000    0.000 utils.py:3457(OpDtypeRule)
        1    0.000    0.000    0.000    0.000 jit.py:556(JitFunctionInfo)
        1    0.000    0.000    0.000    0.000 eval_create_params.py:67(DataSourceConfigCustom)
        1    0.000    0.000    0.000    0.000 rrt_shapes.py:67(Polygon)
        1    0.000    0.000    0.000    0.000 evbase.py:15(Event)
        1    0.000    0.000    0.000    0.000 lazy.py:19(LazyCache)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:5(ReorderError)
        1    0.000    0.000    0.000    0.000 gmpyfinitefield.py:9(GMPYFiniteField)
        1    0.000    0.000    0.000    0.000 response_input_item_param.py:211(LocalShellCall)
        1    0.000    0.000    0.000    0.000 requests.py:198(_MutualTlsAdapter)
        2    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 hashes.py:209(BLAKE2b)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:789(__init__)
        1    0.000    0.000    0.000    0.000 computer_action_param.py:44(DoubleClick)
        1    0.000    0.000    0.000    0.000 core_schema.py:4029(DefinitionsSchema)
        1    0.000    0.000    0.000    0.000 eval_frame.py:2488(suppress_torch_distributed_warnings)
        2    0.000    0.000    0.000    0.000 libmpf.py:692(mpf_sign)
        1    0.000    0.000    0.000    0.000 response_input_item_param.py:153(ToolSearchCall)
        1    0.000    0.000    0.000    0.000 base.py:108(FileDBBase)
        1    0.000    0.000    0.000    0.000 activation.py:527(Hardswish)
        1    0.000    0.000    0.000    0.000 _memory_viz.py:204(Bytes)
        1    0.000    0.000    0.000    0.000 structures.py:119(ImmutableTypeConversionDict)
        1    0.000    0.000    0.000    0.000 contextlib.py:772(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2670(Sawtooth)
        1    0.000    0.000    0.000    0.000 chat_completion_named_tool_choice_param.py:10(Function)
        1    0.000    0.000    0.000    0.000 signer.py:15(SigningAlgorithm)
        1    0.000    0.000    0.000    0.000 config.py:1857(aot_inductor_mode)
        1    0.000    0.000    0.000    0.000 knobs.py:448(JITHook)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(BrokenWorkerInterpreter)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ClientCertError)
        1    0.000    0.000    0.000    0.000 _dtypes.py:348(NoneType)
        1    0.000    0.000    0.000    0.000 api.py:293(FullStateDictConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:338(FileHash)
        1    0.000    0.000    0.000    0.000 response_output_text_param.py:105(Logprob)
        1    0.000    0.000    0.000    0.000 response_computer_tool_call_param.py:28(PendingSafetyCheck)
        1    0.000    0.000    0.000    0.000 response.py:131(GzipDecoder)
        1    0.000    0.000    0.000    0.000 graph_signature.py:52(SymBoolArgument)
        1    0.000    0.000    0.000    0.000 dataframes.py:231(CaptureCall)
        1    0.000    0.000    0.000    0.000 geo.py:304(HammerTransform)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 pythonmpq.py:122(__bool__)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Ge)
        1    0.000    0.000    0.000    0.000 chat_completion_function_tool_param.py:12(ChatCompletionFunctionToolParam)
        4    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 agent.py:74(JobSpecAndQueue)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 core.py:1330(tensor_descriptor_base_type)
        1    0.000    0.000    0.000    0.000 single.py:2387(NthLinearEulerEqHomogeneous)
        1    0.000    0.000    0.000    0.000 single.py:732(Bernoulli)
        1    0.000    0.000    0.000    0.000 response_code_interpreter_tool_call_param.py:11(OutputLogs)
        1    0.000    0.000    0.000    0.000 activation.py:677(SELU)
        1    0.000    0.000    0.000    0.000 single.py:1297(SeparableReduced)
        1    0.000    0.000    0.000    0.000 diophantine.py:782(HomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:22(PaletteFile)
        1    0.000    0.000    0.000    0.000 image_generate_params.py:125(ImageGenerateParamsNonStreaming)
        1    0.000    0.000    0.000    0.000 syntax_error.py:7(GraphQLSyntaxError)
        1    0.000    0.000    0.000    0.000 util.py:171(LazyModule)
        2    0.000    0.000    0.000    0.000 rootoftools.py:83(__init__)
        1    0.000    0.000    0.000    0.000 logic.py:365(And)
        1    0.000    0.000    0.000    0.000 multipart.py:23(Field)
        1    0.000    0.000    0.000    0.000 _project_spec.py:546(EntryPoint)
        1    0.000    0.000    0.000    0.000 guards.py:3097(Config)
        1    0.000    0.000    0.000    0.000 ordinals.py:261(OrdinalOmega)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:1588(PreDispatchTorchFunctionMode)
